Row	Column	NT	Info
30	5	NT12223	
30	6	NT12429	
30	7	NT12321	
30	8	NT12383	
30	9	NT12224	
30	10	NT12430	
30	11	NT12316	
30	12	NT12350	
30	13	NT12225	
30	14	NT12431	
30	15	NT12210	
30	16	NT12348	
30	17	NT12226	
30	18	NT12432	
30	19	NT12303	
30	20	NT12410	
30	21	NT12227	
30	22	NT12433	
30	23	NT12227	
30	24	NT12436	
30	25	NT12228	
30	26	NT12434	
30	27	NT12196	
30	28	NT12367	
30	29	NT12229	
30	30	NT12435	
30	31	NT12301	
30	32	NT12346	
30	33	NT12230	
30	34	NT12436	
30	35	NT12296	
30	36	NT12390	
30	37	NT12231	
30	38	NT12437	
30	39	NT12302	
30	40	NT12411	
30	41	NT12232	
30	42	NT12438	
30	43	NT12318	
30	44	NT12432	
30	45	NT12233	
30	46	NT12439	
30	47	NT12330	
30	48	NT12366	
31	1	NT12028	
31	2	NT12109	
31	3	NT12073	
31	4	NT12141	
31	5	NT12027	
31	6	NT12108	
31	7	NT12006	
31	8	NT12132	
31	9	NT12026	
31	10	NT12107	
31	11	NT12022	
31	12	NT12140	
31	13	NT12025	
31	14	NT12106	
31	15	NT12053	
31	16	NT12097	
31	17	NT12024	
31	18	NT12105	
31	19	NT12089	
31	20	NT12164	
31	21	NT12023	
31	22	NT12104	
31	23	NT12026	
31	24	NT12151	
31	25	NT12022	
31	26	NT12103	
31	27	NT12064	
31	28	NT12174	
31	29	NT12021	
31	30	NT12102	
31	31	NT12076	
31	32	NT12167	
31	33	NT12020	
31	34	NT12101	
31	35	NT12036	
31	36	NT12177	
31	37	NT12019	
31	38	NT12100	
31	39	NT12015	
31	40	NT12127	
31	41	NT12018	
31	42	NT12099	
31	43	NT12008	
31	44	NT12169	
31	45	NT12017	
31	46	NT12098	
31	47	NT12045	
31	48	NT12100	
32	1	NT12305	
32	2	NT12355	
32	3	NT12202	
32	4	NT12377	
32	5	NT12304	
32	6	NT12354	
32	7	NT12338	
32	8	NT12387	
32	9	NT12303	
32	10	NT12353	
32	11	NT12341	
32	12	NT12363	
32	13	NT12302	
32	14	NT12352	
32	15	NT12300	
32	16	NT12404	
32	17	NT12301	
32	18	NT12351	
32	19	NT12329	
32	20	NT12429	
32	21	NT12300	
32	22	NT12350	
32	23	NT12294	
32	24	NT12376	
32	25	NT12299	
32	26	NT12349	
32	27	NT12217	
32	28	NT12407	
32	29	NT12298	
32	30	NT12348	
32	31	NT12331	
32	32	NT12412	
32	33	NT12297	
32	34	NT12347	
32	35	NT12224	
32	36	NT12349	
32	37	NT12296	
32	38	NT12346	
32	39	NT12306	
32	40	NT12374	
32	41	NT12295	
32	42	NT12345	
32	43	NT12214	
32	44	NT12439	
32	45	NT12294	
32	46	NT12344	
32	47	NT12223	
32	48	NT12417	
