row	column	NT	Info
26	47	NT12451	
26	48	NT12535	
27	1	NT12258	
27	2	NT12557	
27	3	NT12249	
27	4	NT12572	
27	5	NT12257	
27	6	NT12556	
27	7	NT12276	
27	8	NT12580	
27	9	NT12256	
27	10	NT12555	
27	11	NT12446	
27	12	NT12550	
27	13	NT12255	
27	14	NT12554	
27	15	NT12255	
27	16	NT12584	
27	17	NT12254	
27	18	NT12553	
27	19	NT12263	
27	20	NT12533	
27	21	NT12253	
27	22	NT12552	
27	23	NT12264	
27	24	NT12540	
27	25	NT12252	
27	26	NT12551	
27	27	NT12458	
27	28	NT12578	
27	29	NT12251	
27	30	NT12550	
27	31	NT12271	
27	32	NT12596	
27	33	NT12250	
27	34	NT12549	
27	35	NT12450	
27	36	NT12563	
27	37	NT12249	
27	38	NT12548	
27	39	NT12531	
27	40	NT12010	
27	41	NT12248	
27	42	NT12547	
27	43	NT12445	
27	44	NT12597	
27	45	NT12247	
27	46	NT12546	
27	47	NT12247	
27	48	NT12008	
28	1	NT12258	
28	2	NT12557	
28	3	NT12249	
28	4	NT12572	
28	5	NT12257	
28	6	NT12556	
28	7	NT12276	
28	8	NT12580	
28	9	NT12256	
28	10	NT12555	
28	11	NT12446	
28	12	NT12550	
28	13	NT12255	
28	14	NT12554	
28	15	NT12255	
28	16	NT12584	
28	17	NT12254	
28	18	NT12553	
28	19	NT12263	
28	20	NT12533	
28	21	NT12253	
28	22	NT12552	
28	23	NT12264	
28	24	NT12540	
28	25	NT12252	
28	26	NT12551	
28	27	NT12458	
28	28	NT12578	
28	29	NT12251	
28	30	NT12550	
28	31	NT12271	
28	32	NT12596	
28	33	NT12250	
28	34	NT12549	
28	35	NT12450	
28	36	NT12563	
28	37	NT12249	
28	38	NT12548	
28	39	NT12531	
28	40	NT12030	
28	41	NT12248	
28	42	NT12547	
28	43	NT12445	
28	44	NT12597	
28	45	NT12247	
28	46	NT12546	
28	47	NT12247	
28	48	NT12028	
29	1	NT12619	
29	2	NT12010	
29	3	NT12290	
29	4	NT12561	
29	5	LT2	
29	6	NT12011	
29	7	NT12244	
29	8	NT12543	
29	9	ATC14028	
29	10	NT12012	
29	11	NT12533	
29	12	NT12554	
29	13	NT12704	
29	14	NT12013	
29	15	NT12452	
29	16	NT12562	
29	17	NT12705	
29	18	NT12014	
29	19	NT12462	
29	20	NT12013	
29	21	NT12021	
29	22	NT12015	
29	23	NT12237	
29	24	NT12576	
29	25	NT12022	
29	26	NT12016	
29	27	NT12280	
29	28	NT12545	
29	29	NT12023	
29	30	NT12017	
29	31	NT12251	
29	32	NT12546	
29	33	NT12024	
29	34	NT12018	
29	35	NT12292	
29	36	NT12586	
29	37	NT12025	
29	38	NT12019	
29	39	NT12006	
29	40	NT12544	
29	41	NT12026	
29	42	NT12020	
29	43	NT12268	
29	44	NT12564	
29	45	NT12027	
29	46	NT12533	
29	47	NT12254	
29	48	NT12575	
30	1	NT12619	
30	2	NT12030	
