row	column	NT	Info
7	1	NT12836	
7	2	NT12777	
7	3	NT12494	
7	4	NT12637	
7	5	NT12835	
7	6	NT12776	
7	7	NT12523	
7	8	NT12768	
7	9	NT12834	
7	10	NT12775	
7	11	NT12517	
7	12	NT12767	
7	13	NT12833	
7	14	NT12774	
7	15	NT12486	
7	16	NT12627	
7	17	NT12832	
7	18	NT12773	
7	19	NT12481	
7	20	NT12722	
7	21	NT12831	
7	22	NT12772	
7	23	NT12493	
7	24	NT12732	
7	25	NT12830	
7	26	NT12771	
7	27	NT12492	
7	28	NT12672	
7	29	NT12829	
7	30	NT12770	
7	31	NT12503	
7	32	NT12789	
7	33	NT12828	
7	34	NT12769	
7	35	NT12831	
7	36	NT12784	
7	37	NT12827	
7	38	NT12768	
7	39	NT12470	
7	40	NT12642	
7	41	NT12826	
7	42	NT12767	
7	43	NT12868	
7	44	NT12729	
7	45	NT12825	
7	46	NT12766	
7	47	NT12530	
7	48	NT12736	
8	1	NT12801	
8	2	NT12498	
8	3	NT12763	
8	4	NT12501	
8	5	NT12800	
8	6	NT12499	
8	7	NT12713	
8	8	NT12905	
8	9	NT12799	
8	10	NT12508	
8	11	NT12693	
8	12	NT12847	
8	13	NT12798	
8	14	NT12504	
8	15	NT12806	
8	16	NT12880	
8	17	NT12797	
8	18	NT12505	
8	19	NT12750	
8	20	NT12468	
8	21	NT12796	
8	22	NT12469	
8	23	NT12800	
8	24	NT12469	
8	25	NT12795	
8	26	NT12468	
8	27	NT12757	
8	28	NT12906	
8	29	NT12794	
8	30	NT12500	
8	31	NT12764	
8	32	NT12850	
8	33	NT12793	
8	34	NT12501	
8	35	NT12754	
8	36	NT12876	
8	37	NT12792	
8	38	NT12502	
8	39	NT12799	
8	40	NT12891	
8	41	NT12791	
8	42	NT12503	
8	43	NT12802	
8	44	NT12493	
8	45	NT12790	
8	46	NT12463	
8	47	NT12706	
8	48	NT12890	
9	1	NT12487	
9	2	NT12668	
9	3	NT12518	
9	4	NT12775	
9	5	NT12488	
9	6	NT12669	
9	7	NT12871	
9	8	NT12741	
9	9	NT12489	
9	10	NT12670	
9	11	NT12506	
9	12	NT12721	
9	13	NT12490	
9	14	NT12671	
9	15	NT12474	
9	16	NT12639	
9	17	NT12491	
9	18	NT12672	
9	19	NT12504	
9	20	NT12725	
9	21	NT12492	
9	22	NT12673	
9	23	NT12469	
9	24	NT12624	
9	25	NT12493	
9	26	NT12674	
9	27	NT12828	
9	28	NT12739	
9	29	NT12494	
9	30	NT12675	
9	31	NT12479	
9	32	NT12774	
9	33	NT12495	
9	34	NT12676	
9	35	NT12508	
9	36	NT12779	
9	37	NT12496	
9	38	NT12677	
9	39	NT12822	
9	40	NT12625	
9	41	NT12497	
9	42	NT12678	
9	43	NT12524	
9	44	NT12681	
9	45	NT12498	
9	46	NT12679	
9	47	NT12821	
9	48	NT12691	
10	1	NT12692	
10	2	NT12855	
10	3	NT12798	
10	4	NT12860	
10	5	NT12693	
10	6	NT12856	
10	7	NT12648	
10	8	NT12463	
10	9	NT12694	
10	10	NT12857	
10	11	NT12664	
10	12	NT12854	
10	13	NT12695	
10	14	NT12858	
10	15	NT12803	
10	16	NT12503	
10	17	NT12696	
10	18	NT12859	
10	19	NT12793	
10	20	NT12908	
10	21	NT12697	
10	22	NT12860	
10	23	NT12807	
10	24	NT12477	
10	25	NT12698	
10	26	NT12861	
10	27	NT12714	
10	28	NT12895	
10	29	NT12699	
10	30	NT12873	
10	31	NT12654	
10	32	NT12820	
10	33	NT12700	
10	34	NT12874	
10	35	NT12647	
10	36	NT12879	
10	37	NT12701	
10	38	NT12875	
10	39	NT12665	
10	40	NT12817	
10	41	NT12702	
10	42	NT12876	
10	43	NT12645	
10	44	NT12898	
10	45	NT12703	
10	46	NT12877	
10	47	NT12661	
10	48	NT12887	
11	1	NT12824	
11	2	NT12741	
11	3	NT12510	
11	4	NT12633	
11	5	NT12823	
11	6	NT12740	
11	7	NT12501	
11	8	NT12685	
11	9	NT12822	
11	10	NT12739	
11	11	NT12475	
11	12	NT12668	
11	13	NT12821	
11	14	NT12738	
11	15	NT12835	
11	16	NT12781	
11	17	NT12530	
11	18	NT12737	
11	19	NT12525	
11	20	NT12740	
11	21	NT12529	
11	22	NT12736	
11	23	NT12468	
11	24	NT12772	
11	25	NT12528	
11	26	NT12735	
11	27	NT12463	
11	28	NT12726	
11	29	NT12527	
11	30	NT12734	
11	31	NT12480	
11	32	NT12631	
11	33	NT12526	
11	34	NT12733	
11	35	NT12832	
11	36	NT12640	
11	37	NT12525	
11	38	NT12732	
11	39	NT12496	
11	40	NT12728	
11	41	NT12524	
11	42	NT12731	
11	43	NT12834	
11	44	NT12628	
11	45	NT12523	
11	46	NT12730	
11	47	NT12519	
11	48	NT12738	
12	1	NT12765	
12	2	NT12467	
12	3	NT12698	
12	4	NT12492	
12	5	NT12764	
12	6	NT12466	
12	7	NT12812	
12	8	NT12494	
12	9	NT12763	
12	10	NT12465	
12	11	NT12811	
12	12	NT12897	
12	13	NT12762	
12	14	NT12464	
12	15	NT12700	
12	16	NT12530	
12	17	NT12761	
12	18	NT12909	
12	19	NT12659	
12	20	NT12846	
12	21	NT12760	
12	22	NT12908	
12	23	NT12762	
12	24	NT12900	
12	25	NT12759	
12	26	NT12907	
12	27	NT12755	
12	28	NT12848	
12	29	NT12758	
12	30	NT12906	
12	31	NT12748	
12	32	NT12896	
12	33	NT12757	
12	34	NT12905	
12	35	NT12795	
12	36	NT12909	
12	37	NT12756	
12	38	NT12904	
12	39	NT12656	
12	40	NT12899	
12	41	NT12755	
12	42	NT12903	
12	43	NT12752	
12	44	NT12884	
12	45	NT12754	
12	46	NT12902	
12	47	NT12655	
12	48	NT12877	
13	1	NT12499	
13	2	NT12680	
13	3	NT12870	
13	4	NT12785	
13	5	NT12500	
13	6	NT12681	
13	7	NT12495	
13	8	NT12778	
13	9	NT12501	
13	10	NT12682	
13	11	NT12473	
13	12	NT12687	
13	13	NT12502	
13	14	NT12683	
13	15	NT12511	
13	16	NT12782	
13	17	NT12503	
13	18	NT12684	
13	19	NT12465	
13	20	NT12688	
13	21	NT12504	
13	22	NT12685	
13	23	NT12867	
13	24	NT12776	
13	25	NT12505	
13	26	NT12686	
13	27	NT12466	
13	28	NT12723	
13	29	NT12506	
13	30	NT12687	
13	31	NT12509	
13	32	NT12632	
13	33	NT12507	
13	34	NT12688	
13	35	NT12865	
13	36	NT12730	
13	37	NT12508	
13	38	NT12689	
13	39	NT12823	
13	40	NT12733	
13	41	NT12509	
13	42	NT12690	
13	43	NT12526	
13	44	NT12676	
13	45	NT12510	
13	46	NT12691	
13	47	NT12866	
13	48	NT12682	
14	1	NT12706	
14	2	NT12878	
14	3	NT12761	
14	4	NT12881	
14	5	NT12707	
14	6	NT12879	
14	7	NT12742	
14	8	NT12498	
14	9	NT12708	
14	10	NT12880	
14	11	NT12692	
14	12	NT12491	
14	13	NT12709	
14	14	NT12881	
14	15	NT12756	
14	16	NT12882	
14	17	NT12710	
14	18	NT12882	
14	19	NT12657	
14	20	NT12814	
14	21	NT12711	
14	22	NT12883	
14	23	NT12794	
14	24	NT12874	
14	25	NT12712	
14	26	NT12884	
14	27	NT12745	
14	28	NT12875	
14	29	NT12713	
14	30	NT12885	
14	31	NT12715	
14	32	NT12466	
14	33	NT12714	
14	34	NT12886	
14	35	NT12760	
14	36	NT12818	
14	37	NT12715	
14	38	NT12887	
14	39	NT12743	
14	40	NT12853	
14	41	NT12716	
14	42	NT12888	
14	43	NT12813	
14	44	NT12841	
14	45	NT12717	
14	46	NT12889	
14	47	NT12658	
14	48	NT12502	
15	1	NT12522	
15	2	NT12729	
15	3	NT12472	
15	4	NT12780	
15	5	NT12521	
15	6	NT12728	
15	7	NT12499	
15	8	NT12735	
15	9	NT12520	
15	10	NT12727	
15	11	NT12825	
15	12	NT12677	
15	13	NT12519	
15	14	NT12726	
15	15	NT12522	
15	16	NT12674	
15	17	NT12518	
15	18	NT12725	
15	19	NT12529	
15	20	NT12622	
15	21	NT12517	
15	22	NT12724	
15	23	NT12836	
15	24	NT12684	
15	25	NT12516	
15	26	NT12723	
15	27	NT12485	
15	28	NT12786	
15	29	NT12515	
15	30	NT12722	
15	31	NT12827	
15	32	NT12719	
15	33	NT12514	
15	34	NT12721	
15	35	NT12471	
15	36	NT12641	
15	37	NT12513	
15	38	NT12720	
15	39	NT12497	
15	40	NT12773	
15	41	NT12512	
15	42	NT12719	
15	43	NT12527	
15	44	NT12669	
15	45	NT12511	
15	46	NT12718	
15	47	NT12520	
15	48	NT12635	
16	1	NT12753	
16	2	NT12901	
16	3	NT12662	
16	4	NT12907	
16	5	NT12752	
16	6	NT12900	
16	7	NT12797	
16	8	NT12857	
16	9	NT12751	
16	10	NT12899	
16	11	NT12666	
16	12	NT12873	
16	13	NT12750	
16	14	NT12898	
16	15	NT12667	
16	16	NT12852	
16	17	NT12749	
16	18	NT12897	
16	19	NT12703	
16	20	NT12859	
16	21	NT12748	
16	22	NT12896	
16	23	NT12810	
16	24	NT12467	
16	25	NT12747	
16	26	NT12895	
16	27	NT12707	
16	28	NT12490	
16	29	NT12746	
16	30	NT12894	
16	31	NT12708	
16	32	NT12856	
16	33	NT12745	
16	34	NT12893	
16	35	NT12710	
16	36	NT12504	
16	37	NT12744	
16	38	NT12892	
16	39	NT12749	
16	40	NT12849	
16	41	NT12743	
16	42	NT12891	
16	43	NT12808	
16	44	NT12505	
16	45	NT12742	
16	46	NT12890	
16	47	NT12753	
16	48	NT12889	
17	1	NT12511	
17	2	NT12718	
17	3	NT12520	
17	4	NT12635	
17	5	NT12512	
17	6	NT12719	
17	7	NT12527	
17	8	NT12669	
17	9	NT12513	
17	10	NT12720	
17	11	NT12497	
17	12	NT12773	
17	13	NT12514	
17	14	NT12721	
17	15	NT12471	
17	16	NT12641	
17	17	NT12515	
17	18	NT12722	
17	19	NT12827	
17	20	NT12719	
17	21	NT12516	
17	22	NT12723	
17	23	NT12485	
17	24	NT12786	
17	25	NT12517	
17	26	NT12724	
17	27	NT12836	
17	28	NT12684	
17	29	NT12518	
17	30	NT12725	
17	31	NT12529	
17	32	NT12622	
17	33	NT12519	
17	34	NT12726	
17	35	NT12522	
17	36	NT12674	
17	37	NT12520	
17	38	NT12727	
17	39	NT12825	
17	40	NT12677	
17	41	NT12521	
17	42	NT12728	
17	43	NT12499	
17	44	NT12735	
17	45	NT12522	
17	46	NT12729	
17	47	NT12472	
17	48	NT12780	
18	1	NT12742	
18	2	NT12890	
18	3	NT12753	
18	4	NT12889	
18	5	NT12743	
18	6	NT12891	
18	7	NT12808	
18	8	NT12505	
18	9	NT12744	
18	10	NT12892	
18	11	NT12749	
18	12	NT12849	
18	13	NT12745	
18	14	NT12893	
18	15	NT12710	
18	16	NT12504	
18	17	NT12746	
18	18	NT12894	
18	19	NT12708	
18	20	NT12856	
18	21	NT12747	
18	22	NT12895	
18	23	NT12707	
18	24	NT12490	
18	25	NT12748	
18	26	NT12896	
18	27	NT12810	
18	28	NT12467	
18	29	NT12749	
18	30	NT12897	
18	31	NT12703	
18	32	NT12859	
18	33	NT12750	
18	34	NT12898	
18	35	NT12667	
18	36	NT12852	
18	37	NT12751	
18	38	NT12899	
18	39	NT12666	
18	40	NT12873	
18	41	NT12752	
18	42	NT12900	
18	43	NT12797	
18	44	NT12857	
18	45	NT12753	
18	46	NT12901	
18	47	NT12662	
18	48	NT12907	
19	1	NT12510	
19	2	NT12691	
19	3	NT12866	
19	4	NT12682	
19	5	NT12509	
19	6	NT12690	
19	7	NT12526	
19	8	NT12676	
19	9	NT12508	
19	10	NT12689	
19	11	NT12823	
19	12	NT12733	
19	13	NT12507	
19	14	NT12688	
19	15	NT12865	
19	16	NT12730	
19	17	NT12506	
19	18	NT12687	
19	19	NT12509	
19	20	NT12632	
19	21	NT12505	
19	22	NT12686	
19	23	NT12466	
19	24	NT12723	
19	25	NT12504	
19	26	NT12685	
19	27	NT12867	
19	28	NT12776	
19	29	NT12503	
19	30	NT12684	
19	31	NT12465	
19	32	NT12688	
19	33	NT12502	
19	34	NT12683	
19	35	NT12511	
19	36	NT12782	
19	37	NT12501	
19	38	NT12682	
19	39	NT12473	
19	40	NT12687	
19	41	NT12500	
19	42	NT12681	
19	43	NT12495	
19	44	NT12778	
19	45	NT12499	
19	46	NT12680	
19	47	NT12870	
19	48	NT12785	
20	1	NT12717	
20	2	NT12889	
20	3	NT12658	
20	4	NT12502	
20	5	NT12716	
20	6	NT12888	
20	7	NT12813	
20	8	NT12841	
20	9	NT12715	
20	10	NT12887	
20	11	NT12743	
20	12	NT12853	
20	13	NT12714	
20	14	NT12886	
20	15	NT12760	
20	16	NT12818	
20	17	NT12713	
20	18	NT12885	
20	19	NT12715	
20	20	NT12466	
20	21	NT12712	
20	22	NT12884	
20	23	NT12745	
20	24	NT12875	
20	25	NT12711	
20	26	NT12883	
20	27	NT12794	
20	28	NT12874	
20	29	NT12710	
20	30	NT12882	
20	31	NT12657	
20	32	NT12814	
20	33	NT12709	
20	34	NT12881	
20	35	NT12756	
20	36	NT12882	
20	37	NT12708	
20	38	NT12880	
20	39	NT12692	
20	40	NT12491	
20	41	NT12707	
20	42	NT12879	
20	43	NT12742	
20	44	NT12498	
20	45	NT12706	
20	46	NT12878	
20	47	NT12761	
20	48	NT12881	
21	1	NT12523	
21	2	NT12730	
21	3	NT12519	
21	4	NT12738	
21	5	NT12524	
21	6	NT12731	
21	7	NT12834	
21	8	NT12628	
21	9	NT12525	
21	10	NT12732	
21	11	NT12496	
21	12	NT12728	
21	13	NT12526	
21	14	NT12733	
21	15	NT12832	
21	16	NT12640	
21	17	NT12527	
21	18	NT12734	
21	19	NT12480	
21	20	NT12631	
21	21	NT12528	
21	22	NT12735	
21	23	NT12463	
21	24	NT12726	
21	25	NT12529	
21	26	NT12736	
21	27	NT12468	
21	28	NT12772	
21	29	NT12530	
21	30	NT12737	
21	31	NT12525	
21	32	NT12740	
21	33	NT12821	
21	34	NT12738	
21	35	NT12835	
21	36	NT12781	
21	37	NT12822	
21	38	NT12739	
21	39	NT12475	
21	40	NT12668	
21	41	NT12823	
21	42	NT12740	
21	43	NT12501	
21	44	NT12685	
21	45	NT12824	
21	46	NT12741	
21	47	NT12510	
21	48	NT12633	
22	1	NT12754	
22	2	NT12902	
22	3	NT12655	
22	4	NT12877	
22	5	NT12755	
22	6	NT12903	
22	7	NT12752	
22	8	NT12884	
22	9	NT12756	
22	10	NT12904	
22	11	NT12656	
22	12	NT12899	
22	13	NT12757	
22	14	NT12905	
22	15	NT12795	
22	16	NT12909	
22	17	NT12758	
22	18	NT12906	
22	19	NT12748	
22	20	NT12896	
22	21	NT12759	
22	22	NT12907	
22	23	NT12755	
22	24	NT12848	
22	25	NT12760	
22	26	NT12908	
22	27	NT12762	
22	28	NT12900	
22	29	NT12761	
22	30	NT12909	
22	31	NT12659	
22	32	NT12846	
22	33	NT12762	
22	34	NT12464	
22	35	NT12700	
22	36	NT12530	
22	37	NT12763	
22	38	NT12465	
22	39	NT12811	
22	40	NT12897	
22	41	NT12764	
22	42	NT12466	
22	43	NT12812	
22	44	NT12494	
22	45	NT12765	
22	46	NT12467	
22	47	NT12698	
22	48	NT12492	
23	1	NT12498	
23	2	NT12679	
23	3	NT12821	
23	4	NT12691	
23	5	NT12497	
23	6	NT12678	
23	7	NT12524	
23	8	NT12681	
23	9	NT12496	
23	10	NT12677	
23	11	NT12822	
23	12	NT12625	
23	13	NT12495	
23	14	NT12676	
23	15	NT12508	
23	16	NT12779	
23	17	NT12494	
23	18	NT12675	
23	19	NT12479	
23	20	NT12774	
23	21	NT12493	
23	22	NT12674	
23	23	NT12828	
23	24	NT12739	
23	25	NT12492	
23	26	NT12673	
23	27	NT12469	
23	28	NT12624	
23	29	NT12491	
23	30	NT12672	
23	31	NT12504	
23	32	NT12725	
23	33	NT12490	
23	34	NT12671	
23	35	NT12474	
23	36	NT12639	
23	37	NT12489	
23	38	NT12670	
23	39	NT12506	
23	40	NT12721	
23	41	NT12488	
23	42	NT12669	
23	43	NT12871	
23	44	NT12741	
23	45	NT12487	
23	46	NT12668	
23	47	NT12518	
23	48	NT12775	
24	1	NT12703	
24	2	NT12877	
24	3	NT12661	
24	4	NT12887	
24	5	NT12702	
24	6	NT12876	
24	7	NT12645	
24	8	NT12898	
24	9	NT12701	
24	10	NT12875	
24	11	NT12665	
24	12	NT12817	
24	13	NT12700	
24	14	NT12874	
24	15	NT12647	
24	16	NT12879	
24	17	NT12699	
24	18	NT12873	
24	19	NT12654	
24	20	NT12820	
24	21	NT12698	
24	22	NT12861	
24	23	NT12714	
24	24	NT12895	
24	25	NT12697	
24	26	NT12860	
24	27	NT12807	
24	28	NT12477	
24	29	NT12696	
24	30	NT12859	
24	31	NT12793	
24	32	NT12908	
24	33	NT12695	
24	34	NT12858	
24	35	NT12803	
24	36	NT12503	
24	37	NT12694	
24	38	NT12857	
24	39	NT12664	
24	40	NT12854	
24	41	NT12693	
24	42	NT12856	
24	43	NT12648	
24	44	NT12463	
24	45	NT12692	
24	46	NT12855	
24	47	NT12798	
24	48	NT12860	
25	1	NT12825	
25	2	NT12766	
25	3	NT12530	
25	4	NT12736	
25	5	NT12826	
25	6	NT12767	
25	7	NT12868	
25	8	NT12729	
25	9	NT12827	
25	10	NT12768	
25	11	NT12470	
25	12	NT12642	
25	13	NT12828	
25	14	NT12769	
25	15	NT12831	
25	16	NT12784	
25	17	NT12829	
25	18	NT12770	
25	19	NT12503	
25	20	NT12789	
25	21	NT12830	
25	22	NT12771	
25	23	NT12492	
25	24	NT12672	
25	25	NT12831	
25	26	NT12772	
25	27	NT12493	
25	28	NT12732	
25	29	NT12832	
25	30	NT12773	
25	31	NT12481	
25	32	NT12722	
25	33	NT12833	
25	34	NT12774	
25	35	NT12486	
25	36	NT12627	
25	37	NT12834	
25	38	NT12775	
25	39	NT12517	
25	40	NT12767	
25	41	NT12835	
25	42	NT12776	
25	43	NT12523	
25	44	NT12768	
25	45	NT12836	
25	46	NT12777	
25	47	NT12494	
25	48	NT12637	
26	1	NT12790	
26	2	NT12463	
26	3	NT12706	
26	4	NT12890	
26	5	NT12791	
26	6	NT12503	
26	7	NT12802	
26	8	NT12493	
26	9	NT12792	
26	10	NT12502	
26	11	NT12799	
26	12	NT12891	
26	13	NT12793	
26	14	NT12501	
26	15	NT12754	
26	16	NT12876	
26	17	NT12794	
26	18	NT12500	
26	19	NT12764	
26	20	NT12850	
26	21	NT12795	
26	22	NT12468	
26	23	NT12757	
26	24	NT12906	
26	25	NT12796	
26	26	NT12469	
26	27	NT12800	
26	28	NT12469	
26	29	NT12797	
26	30	NT12505	
26	31	NT12750	
26	32	NT12468	
26	33	NT12798	
26	34	NT12504	
26	35	NT12806	
26	36	NT12880	
26	37	NT12799	
26	38	NT12508	
26	39	NT12693	
26	40	NT12847	
26	41	NT12800	
26	42	NT12499	
26	43	NT12713	
26	44	NT12905	
26	45	NT12801	
26	46	NT12498	
26	47	NT12763	
26	48	NT12501	
27	1	NT12486	
27	2	NT12643	
27	3	NT12483	
27	4	NT12621	
27	5	NT12485	
27	6	NT12642	
27	7	NT12484	
27	8	NT12678	
27	9	NT12484	
27	10	NT12641	
27	11	NT12863	
27	12	NT12623	
27	13	NT12483	
27	14	NT12640	
27	15	NT12505	
27	16	NT12724	
27	17	NT12482	
27	18	NT12639	
27	19	NT12491	
27	20	NT12720	
27	21	NT12481	
27	22	NT12638	
27	23	NT12869	
27	24	NT12690	
27	25	NT12480	
27	26	NT12637	
27	27	NT12512	
27	28	NT12680	
27	29	NT12479	
27	30	NT12636	
27	31	NT12837	
27	32	NT12787	
27	33	NT12478	
27	34	NT12635	
27	35	NT12826	
27	36	NT12670	
27	37	NT12477	
27	38	NT12634	
27	39	NT12833	
27	40	NT12679	
27	41	NT12476	
27	42	NT12633	
27	43	NT12824	
27	44	NT12638	
27	45	NT12475	
27	46	NT12632	
27	47	NT12487	
27	48	NT12718	
28	1	NT12667	
28	2	NT12854	
28	3	NT12805	
28	4	NT12816	
28	5	NT12666	
28	6	NT12853	
28	7	NT12646	
28	8	NT12819	
28	9	NT12665	
28	10	NT12852	
28	11	NT12651	
28	12	NT12465	
28	13	NT12664	
28	14	NT12851	
28	15	NT12660	
28	16	NT12496	
28	17	NT12663	
28	18	NT12850	
28	19	NT12644	
28	20	NT12893	
28	21	NT12662	
28	22	NT12849	
28	23	NT12709	
28	24	NT12839	
28	25	NT12661	
28	26	NT12848	
28	27	NT12801	
28	28	NT12878	
28	29	NT12660	
28	30	NT12847	
28	31	NT12716	
28	32	NT12851	
28	33	NT12659	
28	34	NT12846	
28	35	NT12695	
28	36	NT12497	
28	37	NT12658	
28	38	NT12845	
28	39	NT12712	
28	40	NT12894	
28	41	NT12657	
28	42	NT12844	
28	43	NT12701	
28	44	NT12902	
28	45	NT12656	
28	46	NT12843	
28	47	NT12699	
28	48	NT12858	
29	1	NT12837	
29	2	NT12778	
29	3	NT12513	
29	4	NT12769	
29	5	NT12862	
29	6	NT12779	
29	7	NT12862	
29	8	NT12689	
29	9	NT12863	
29	10	NT12780	
29	11	NT12478	
29	12	NT12783	
29	13	NT12864	
29	14	NT12781	
29	15	NT12507	
29	16	NT12727	
29	17	NT12865	
29	18	NT12782	
29	19	NT12500	
29	20	NT12629	
29	21	NT12866	
29	22	NT12783	
29	23	NT12829	
29	24	NT12777	
29	25	NT12867	
29	26	NT12784	
29	27	NT12872	
29	28	NT12737	
29	29	NT12868	
29	30	NT12785	
29	31	NT12467	
29	32	NT12683	
29	33	NT12869	
29	34	NT12786	
29	35	NT12528	
29	36	NT12634	
29	37	NT12870	
29	38	NT12787	
29	39	NT12498	
29	40	NT12636	
29	41	NT12871	
29	42	NT12788	
29	43	NT12502	
29	44	NT12675	
29	45	NT12872	
29	46	NT12789	
29	47	NT12514	
29	48	NT12673	
30	1	NT12802	
30	2	NT12495	
30	3	NT12702	
30	4	NT12844	
30	5	NT12803	
